"main_category","country","days_funding","year_launched","month_launched","usd_goal","funded"
"Design","Canada",35,"2017","March",1558,"yes"
"Film & Video","Singapore",30,"2016","October",7557,"no"
"Music","United States",30,"2010","October",10000,"no"
"Art","United States",26,"2013","February",5000,"yes"
"Art","United States",45,"2014","August",25000,"no"
"Games","United States",28,"2016","September",1000,"yes"
"Food","Mexico",40,"2017","May",13711,"no"
"Food","United Kingdom",30,"2016","February",13956,"yes"
"Theater","United Kingdom",28,"2016","March",3838,"yes"
"Publishing","United States",30,"2013","November",6500,"no"
"Fashion","United States",30,"2015","November",10000,"no"
"Design","United States",30,"2016","November",15000,"no"
"Design","United States",30,"2017","March",12000,"no"
"Food","Netherlands",30,"2015","March",8553,"no"
"Film & Video","United States",30,"2013","February",1200,"no"
"Publishing","Canada",30,"2014","July",11689,"no"
"Technology","Switzerland",30,"2016","May",25545,"no"
"Music","United States",30,"2011","July",10000,"yes"
"Publishing","United States",30,"2017","August",4500,"no"
"Games","Germany",30,"2016","January",4888,"no"
"Fashion","United States",30,"2015","August",25000,"no"
"Publishing","United States",30,"2013","April",5000,"yes"
"Fashion","United Kingdom",45,"2013","December",1396,"yes"
"Photography","United Kingdom",34,"2014","July",3838,"yes"
"Music","United States",46,"2012","November",5000,"no"
"Film & Video","United States",40,"2013","April",15000,"yes"
"Technology","United Kingdom",46,"2013","December",9421,"no"
"Music","United States",30,"2016","March",10000,"yes"
"Film & Video","Canada",30,"2015","June",2338,"yes"
"Film & Video","United States",30,"2016","July",27000,"no"
"Technology","Germany",30,"2016","November",20162,"no"
"Music","United States",30,"2013","December",5000,"yes"
"Film & Video","Australia",30,"2014","July",6843,"yes"
"Photography","United States",60,"2015","April",5000,"no"
"Film & Video","United States",30,"2015","December",30000,"no"
"Games","United States",30,"2011","April",35000,"no"
"Crafts","United States",30,"2012","August",6000,"no"
"Design","United States",30,"2013","November",6000,"no"
"Technology","United Kingdom",30,"2014","November",4187,"no"
"Music","United States",35,"2016","July",2950,"no"
"Crafts","Ireland",60,"2015","October",2444,"no"
"Music","United States",30,"2017","February",2500,"yes"
"Dance","Canada",24,"2015","May",3117,"yes"
"Music","United Kingdom",30,"2015","March",4187,"no"
"Film & Video","United States",41,"2010","March",6000,"yes"
"Music","United States",33,"2013","June",8000,"yes"
"Design","United States",30,"2017","February",50000,"no"
"Photography","United States",32,"2014","July",15000,"no"
"Food","Australia",30,"2017","February",26613,"no"
"Art","United States",30,"2014","November",50000,"yes"
"Technology","Italy",52,"2015","October",30548,"no"
"Comics","United States",45,"2011","October",5000,"yes"
"Music","United States",21,"2013","November",9000,"no"
"Photography","United States",30,"2015","January",6000,"no"
"Publishing","Canada",30,"2015","June",1890,"no"
"Design","Australia",41,"2015","October",23462,"no"
"Fashion","United States",30,"2012","February",2500,"no"
"Film & Video","United Kingdom",12,"2016","May",4187,"yes"
"Technology","Australia",30,"2015","February",3802,"no"
"Food","United States",30,"2013","March",1500,"yes"
"Film & Video","United States",30,"2015","August",15000,"yes"
"Film & Video","United States",52,"2012","September",6000,"no"
"Music","United States",30,"2012","June",10000,"no"
"Photography","United States",30,"2013","January",4000,"no"
"Journalism","United States",10,"2015","May",10000,"no"
"Film & Video","Belgium",30,"2017","February",17241,"yes"
"Film & Video","United States",38,"2010","September",20000,"yes"
"Music","United States",52,"2012","May",4300,"yes"
"Music","United States",30,"2012","June",8500,"no"
"Food","United States",30,"2012","July",5000,"yes"
"Film & Video","United States",42,"2013","September",35000,"yes"
"Music","United States",45,"2012","January",15000,"yes"
"Film & Video","United States",40,"2015","February",2000,"yes"
"Music","Norway",34,"2017","May",2280,"yes"
"Games","Spain",30,"2015","June",9775,"no"
"Film & Video","United Kingdom",22,"2014","October",2791,"no"
"Design","United States",30,"2016","June",2000,"no"
"Fashion","France",34,"2016","July",24438,"no"
"Comics","Australia",32,"2017","June",12926,"no"
"Publishing","United States",35,"2017","March",6400,"no"
"Games","United Kingdom",32,"2016","January",6978,"no"
"Design","United Kingdom",17,"2017","August",1117,"yes"
"Music","United States",23,"2016","March",1000,"no"
"Music","United States",30,"2014","January",6000,"yes"
"Technology","Australia",31,"2015","March",7604,"no"
"Film & Video","United States",30,"2012","October",1000,"yes"
"Film & Video","United States",30,"2016","August",10000,"no"
"Crafts","United States",30,"2016","July",3000,"no"
"Film & Video","United States",30,"2013","October",3800,"no"
"Film & Video","United States",30,"2013","June",15000,"no"
"Comics","Australia",10,"2017","January",2280,"no"
"Dance","United States",30,"2014","November",25000,"yes"
"Music","United States",58,"2009","November",2000,"no"
"Games","Netherlands",30,"2014","May",24438,"no"
"Film & Video","Canada",30,"2015","October",7792,"no"
"Crafts","Canada",30,"2015","August",2338,"no"
"Games","United Kingdom",30,"2015","June",13956,"no"
"Music","United States",40,"2015","April",25000,"no"
"Fashion","Canada",30,"2015","November",7792,"no"
"Technology","Mexico",30,"2016","November",10596,"yes"
"Film & Video","United Kingdom",30,"2013","October",1675,"yes"
"Art","United States",15,"2013","December",1000,"no"
"Games","United States",30,"2017","August",6000,"yes"
"Design","United Kingdom",18,"2015","June",13259,"no"
"Food","United States",45,"2012","August",8500,"no"
"Games","Netherlands",30,"2015","August",30548,"no"
"Publishing","United Kingdom",30,"2013","December",6978,"no"
"Journalism","United States",60,"2015","March",5500,"no"
"Journalism","Netherlands",30,"2014","August",11523,"no"
"Games","United Kingdom",30,"2014","December",13956,"no"
"Games","United Kingdom",30,"2017","May",2233,"no"
"Art","Australia",30,"2014","November",3802,"no"
"Film & Video","United States",31,"2012","December",8000,"yes"
"Music","United States",30,"2015","January",1650,"no"
"Film & Video","United Kingdom",28,"2013","August",6978,"yes"
"Publishing","United States",30,"2017","November",1000,"no"
"Games","United Kingdom",30,"2015","June",16748,"no"
"Music","Netherlands",30,"2014","September",2138,"yes"
"Fashion","United States",30,"2015","August",15000,"no"
"Journalism","United States",30,"2016","April",20000,"no"
"Music","Spain",30,"2017","April",10386,"no"
"Games","Canada",25,"2017","July",3896,"no"
"Food","Germany",34,"2016","February",24438,"no"
"Film & Video","Netherlands",30,"2014","June",3666,"no"
"Music","United States",35,"2014","September",20000,"yes"
"Technology","Canada",30,"2015","March",6234,"no"
"Film & Video","United States",15,"2013","June",2000,"yes"
"Food","United States",30,"2017","February",7536,"yes"
"Publishing","United States",60,"2012","April",1000,"no"
"Film & Video","Italy",45,"2017","July",3666,"no"
"Technology","United States",23,"2014","May",4500,"no"
"Photography","Canada",30,"2016","September",2649,"no"
"Photography","Canada",22,"2017","November",11689,"no"
"Theater","United Kingdom",39,"2013","July",6978,"no"
"Fashion","Canada",30,"2015","September",1169,"yes"
"Food","United States",45,"2014","May",2000,"yes"
"Games","United States",30,"2014","September",2500,"yes"
"Games","Netherlands",30,"2015","September",3666,"yes"
"Fashion","United Kingdom",19,"2017","December",8374,"no"
"Technology","United States",31,"2015","March",1500,"no"
"Theater","United Kingdom",30,"2015","February",2791,"yes"
"Crafts","United Kingdom",40,"2014","January",1396,"no"
"Music","United States",30,"2012","April",5000,"no"
"Games","Canada",30,"2017","July",7792,"no"
"Film & Video","United Kingdom",38,"2013","March",46684,"yes"
"Film & Video","United States",47,"2012","May",5000,"yes"
"Publishing","United States",30,"2014","December",2000,"no"
"Fashion","United States",24,"2011","October",6000,"no"
"Design","Spain",30,"2015","October",8553,"no"
"Film & Video","United States",30,"2011","July",1500,"no"
"Games","Canada",30,"2017","May",3740,"no"
"Technology","Germany",11,"2016","June",3055,"no"
"Design","United Kingdom",60,"2013","November",2791,"no"
"Music","United Kingdom",33,"2017","October",6978,"yes"
"Photography","Canada",45,"2014","August",6234,"no"
"Film & Video","United States",30,"2012","June",1500,"yes"
"Dance","Singapore",60,"2017","September",15114,"no"
"Crafts","United States",31,"2016","February",5000,"yes"
"Publishing","Australia",30,"2014","March",3802,"yes"
"Publishing","United Kingdom",30,"2015","May",23028,"yes"
"Games","United States",30,"2014","October",10000,"yes"
"Film & Video","United States",31,"2013","December",2500,"yes"
"Comics","United Kingdom",37,"2017","July",6978,"no"
"Design","United Kingdom",29,"2015","January",4187,"yes"
"Film & Video","United States",60,"2012","April",10000,"yes"
"Fashion","Spain",60,"2017","May",1100,"no"
"Publishing","Canada",28,"2015","January",8547,"no"
"Design","Canada",43,"2016","May",14806,"no"
"Fashion","France",30,"2017","June",24438,"yes"
"Design","Netherlands",45,"2017","September",6110,"no"
"Food","United States",35,"2015","May",15000,"no"
"Art","United Kingdom",10,"2014","April",1117,"no"
"Film & Video","United States",30,"2013","May",30000,"no"
"Photography","Canada",45,"2016","March",15585,"no"
"Publishing","United States",30,"2016","September",3000,"yes"
"Publishing","United States",57,"2012","May",12500,"no"
"Music","United States",30,"2015","December",2000,"yes"
"Film & Video","United Kingdom",19,"2016","August",6978,"no"
"Publishing","United States",60,"2014","June",50000,"no"
"Art","United States",21,"2011","January",1000,"yes"
"Technology","Germany",33,"2016","November",13441,"yes"
"Art","United Kingdom",30,"2015","January",4187,"yes"
"Games","United Kingdom",30,"2014","May",13705,"no"
"Design","United States",21,"2017","April",9999,"yes"
"Games","United States",59,"2016","March",10000,"no"
"Fashion","United States",30,"2014","May",20000,"no"
"Games","United Kingdom",30,"2017","January",2791,"no"
"Fashion","United States",60,"2016","June",30000,"no"
"Fashion","United Kingdom",30,"2017","March",9072,"yes"
"Publishing","Canada",30,"2013","September",15585,"yes"
"Film & Video","United States",30,"2013","May",2500,"yes"
"Film & Video","United Kingdom",30,"2014","June",1535,"no"
"Games","Canada",29,"2017","April",3896,"no"
"Fashion","United Kingdom",30,"2013","August",1675,"no"
"Publishing","United Kingdom",54,"2016","April",34891,"no"
"Design","United States",32,"2014","August",3600,"no"
"Fashion","United Kingdom",60,"2015","May",1410,"no"
"Technology","Canada",30,"2015","October",38962,"no"
"Food","United States",30,"2014","August",5000,"no"
"Theater","United States",30,"2013","May",5000,"no"
"Theater","United States",45,"2014","July",12000,"yes"
"Fashion","Canada",28,"2014","August",38962,"no"
"Food","United States",60,"2013","July",15000,"no"
"Technology","Canada",30,"2015","May",17143,"no"
"Film & Video","United States",45,"2014","April",12000,"no"
"Music","United Kingdom",30,"2015","May",2512,"yes"
"Music","United States",60,"2015","March",2160,"no"
"Film & Video","Canada",30,"2015","April",3818,"no"
"Music","United States",30,"2014","April",5800,"yes"
"Photography","Canada",30,"2015","July",2338,"yes"
"Publishing","United Kingdom",30,"2016","April",10467,"yes"
"Film & Video","Canada",55,"2014","October",46754,"no"
"Fashion","Canada",35,"2016","December",11689,"yes"
"Design","United Kingdom",59,"2013","June",11165,"no"
"Art","Germany",30,"2016","February",1222,"yes"
"Film & Video","Singapore",30,"2017","March",5668,"no"
"Crafts","United Kingdom",30,"2017","October",6978,"yes"
"Art","United States",46,"2010","July",10000,"yes"
"Art","United Kingdom",37,"2013","June",1047,"no"
"Publishing","Netherlands",31,"2016","April",8553,"yes"
"Art","United Kingdom",30,"2016","January",13956,"no"
"Dance","Canada",30,"2015","March",11611,"yes"
"Theater","United Kingdom",30,"2016","February",1396,"no"
"Film & Video","United Kingdom",30,"2013","October",13956,"yes"
"Music","United States",30,"2016","April",8000,"yes"
"Design","United States",30,"2015","February",25000,"no"
"Food","United States",21,"2012","May",10000,"no"
"Photography","United Kingdom",30,"2014","March",2791,"yes"
"Publishing","United Kingdom",30,"2012","October",1396,"no"
"Film & Video","United States",15,"2016","January",1000,"yes"
"Publishing","United States",31,"2017","June",50000,"no"
"Film & Video","United States",40,"2017","October",4000,"yes"
"Fashion","United Kingdom",30,"2015","March",1396,"no"
"Publishing","United States",31,"2014","March",16000,"no"
"Games","United States",28,"2012","September",10000,"yes"
"Music","Italy",30,"2017","June",2444,"no"
"Design","United States",30,"2014","May",18000,"no"
"Fashion","United States",30,"2017","June",30000,"no"
"Design","United States",21,"2016","October",7000,"yes"
"Music","United States",40,"2014","November",17485,"no"
"Crafts","Canada",30,"2015","September",1558,"no"
"Games","Canada",31,"2016","October",11689,"yes"
"Technology","United States",30,"2013","April",5000,"no"
"Art","United States",21,"2012","January",3000,"yes"
"Food","United States",30,"2014","October",20000,"no"
"Crafts","United Kingdom",30,"2016","January",1047,"yes"
"Food","United States",45,"2015","January",25000,"no"
"Design","Netherlands",30,"2017","March",1222,"yes"
"Film & Video","United States",22,"2011","June",7500,"yes"
"Music","United States",35,"2013","June",1750,"no"
"Technology","United States",30,"2015","July",10000,"no"
"Crafts","United Kingdom",30,"2016","November",3489,"no"
"Art","United States",30,"2013","November",10000,"no"
"Film & Video","United States",30,"2013","April",30000,"no"
"Music","United Kingdom",30,"2014","August",2093,"no"
"Photography","Canada",35,"2014","May",23260,"no"
